,Ratings,Full_review
36347,1,Never buy this product This is a really bad product
36348,1,Weast product not working properly
36349,5,Very very very good
36350,2,ink got over within 1 month after printing 20 papers
36351,5,Good
36352,5,Very Good Printer. It can work with my phone and laptop both.
36353,1,Use only 15 day ink cartridge damage.
36354,1,Bery bad do not buy it cartidge is very costly
36355,5,very good product and easy to use....
36356,4,Good printer And printing
36357,3,Don't Buy
36358,5,Fine & Nice Look.
36359,5,"Excellent product, but for some reason the canon scan app (IJ scan utility) does not work. I am using a third party scan app. I download the software from canon website, because my laptop doesn't have a CD drive"
36360,5,excellent product
36361,5,Excellent
36362,4,Its good But its printing noise is very high and printing speed is slow Bad quality.......overall it is good......But need to be improved
36363,4,Nice product 🤗❤️❤️
36364,5,It's very good... You can opt for it guys 😊😇.
36365,3,Printer is very cool at price 2999 but its only for home use not for shop printing per page is expensive
36366,5,Awesome printer valuable for money 😍😍😍😍🔥🔥
36367,2,Good product good quality
36368,3,Super
36369,5,Overall product is nice. But the blank ink got finished very soon. I could have only printed around 80-85 pages.
36370,5,Early delivery by flipkart.. Worth for this price..Should be careful with ink consumption because cartridges price is quite high.
36371,5,"Best products ,👍👍"
36372,1,Don't buy this printer cartridge price expensive print quality also not good worst quality instead of this printer we can take 2rs printout from outside finally my suggestion is don't buy
36373,3,Colour is good. Good for normal uses.
36374,3,Good
36375,1,Normal
36376,5,Good
36377,4,It is good but the price change after buying this product
36378,5,Excellent
36379,5,Nice and affordable printer 😊☺ go for it as a student use 😇
36380,1,Bad product
36381,5,"This is my printer, good conditions."
36382,2,Ink cartridge is so costly.. But printer is good
36383,1,Very poor quality
36384,1,Doesn't work with more than one devices.
36385,5,Awesome
36386,4,Good product..
36387,5,Supar
36388,5,It is a perfect and good work
36389,1,This product is really very bad very much damaged product
36390,4,Good product
36391,3,"Good but, waste in ink cartridges and over price"
36392,5,This product is good for home purpose.
36393,5,Good printer
36394,5,Wonderful
36395,5,Supar
36396,5,Fine
36397,5,Very very good
36398,4,Nice printer bt ink too low
36399,1,Very bad prodect
36400,5,"Super .Thanks flipkart. Good delivery.All thing are perfect ink cartridge,printer,usbcable."
36401,5,Nice for Product and nice for Delivery 🐱🐱🐱
36402,5,Good🥰👍
36403,5,Nice printer
36404,1,The cartirage is worst
36405,1,does not print
36406,3,Though the prices of the printer is minimum but it's maintenance is too costly.
36407,5,"It's a good printer for home needs. Print quality is really good. Its very important to follow user manual to setup the printer correctly. Spend dedicated 30 mins for doing it. Rest will be easy. Flipkart service has been good, as usual though. 😊"
36408,3,good product
36409,5,Value for money
36410,4,Print is good.. it takes a little bit more time.. scan part is lengthy process.
36411,1,This product is long time not use
36412,1,Cheap quality no coustmer care available for ur help i brought this but under 15 days sell lowest price..
36413,5,Very nice product
36414,5,Best printer In this price .....I loved a lot... Thanks for the flipkart for making it cum true .. ...with all features like scanning ..duplex printing...  I used it for nearly 6 months I hav not found any issues so for . Love a lot❤️❤️❤️❤️
36415,1,Worst product.. is this not working
36416,5,Nice print quality
36417,5,Very Good
36418,1,Don't buy
36419,3,Not bad
36420,2,Ok
36421,4,Good
36422,1,Waste it of money i had many repairs
36423,5,Very gud product
36424,5,Good
36425,1,Worst product it's not working
36426,1,Not working
36427,5,It's awesome . Honesty speaking
36428,5,Good
36429,5,awesome😊
36430,5,Very very good printer quality is awsome good in condition printing quality is excellent superb 👌👌👌
36431,1,It's not working when i turn on first time
36432,4,Worthy
36433,5,Very baad products
36434,5,Good product 👍
36435,5,Good conditions
36436,5,😇😇 good
36437,5,Terrific Purchase👍Excellent Printer
36438,2,It's Really not good Company say it's Cartilage print upto 100 Pages in Both Black & colour But only I print 4 to 5 pages and ink is finish that Ink Light is glowing You disappointed me Dear Flipkart
36439,4,"Very good product ,clear Xerox, colourings super"
36440,1,Scanner not working
36441,4,Very bad I bout canon MG2570 but it is not the same it is canon 2500
36442,5,"Excellent product at this rate. The ink cartridges are pretty costly though. The printer came in very good packing. Two cartridges are included in this i.e, Black and color cartridge.  Definitely recommended"
36443,5,value for money product and got quick delivery.
36444,3,It's not working
36445,5,Good product
36446,1,Initially have faced connectivity issue after resolving this there is continously error of cartage. Unable to get the print as desired.
36447,5,Awesome
36448,5,Very very nice product.just Hero.
36449,4,Printing quality is simply superb
36450,1,Very very poor printer and west money
36451,5,Good product worth of money 🤑
36452,1,Worst product doesn't work
36453,5,"Very very good thnx flipkart after so much patience and after 2 time exchange i bought my printer,...work very smoothly go for it"
36454,4,Good product Value for money But too much ink came out while printing
36455,3,Product good but one problem ink is a very little Ink with 3 boxes with send customer
36456,1,"Very bad, and no currently working, ink cartridges system is very bad"
36457,5,Ink price is more
36458,5,Super very nice
36459,1,Glass broken... I am not satisfied....
36460,5,Thanks
36461,1,nice one
36462,5,Vice good product I live it
36463,3,Good
36464,4,Working well..
36465,5,Awesome product. Thank you Flipkart
36466,5,Best printer .. love it
36467,1,Its not a good printer and too costly.
36468,5,Very nice useful with all in one function😊
36469,1,Third class item
36470,1,Very bed product
36471,5,"Very good printer easy to use,small size continent for small jobs"
36472,5,GOOD
36473,4,Value for money
36474,1,Not good
36475,2,Maintain to delivery time
36476,5,Great thanks
36477,5,Nice pinter
36478,1,20 A4 printout is enough to empty the catridges
36479,5,Very nice product
36480,4,Good product
36481,5,Nice product
36482,4,Good product
36483,5,Good
36484,5,Thanks🌹 flipkart I received a great products at this price..... Must buy this.....
36485,5,"Very well packed and easy to install.quality is really good with scan, colour print and copy. Need to work on cartridges once provided is over."
36486,1,Having a lot of problems with its inkkk
36487,3,Average quality not satisfied
36488,3,I have been using this Printer since many years and it is very bad and very costly to use.
36489,5,It is a very good printer for any of the work. This printer do all the of any type whatever it is color printing or blackandwhite printing. It is toooo good.👍👍👍🤟🤟✌️✌️🖨️🖨️🖨️
36490,4,Value for money
36491,4,Good product
36492,5,Good unit
36493,3,Good but scan quality is average and the catridges can print 100 pages approximately. Also refill of cartridge is not worked and purchase new one is costly.
36494,4,Nice 🖨️
36495,5,Very usefull
36496,5,Good
36497,3,Too fast black ink will be finished
36498,5,good.... nice product...
36499,5,Good product
36500,5,"Decent and affordable, please go for it ,it works great,only thing which puts a concern is replacing ink cartridges as they're costly ."
36501,5,Good quality
36502,5,Nice products... Good printing at this price range
36503,5,NYC products
36504,1,Extremely poor Ink is over after just 50 prints
36505,5,Very very good product must buy this
36506,3,Very good quality
36507,4,Very useful with cheap rate. Those who can not afford the high price of catridge can look for the duplicate ink injection method. But that catridge need to change after the multiple injections .
36508,4,Good
36509,5,Very nice
36510,5,Nyc product. Full value of money
36511,5,Perfect product.. Value of money
36512,3,High ink use while printing...
36513,5,Simply super
36514,5,Superb product.
36515,5,Good product
36516,5,Best quality
36517,2,Kowaliti is not good
36518,1,"No refund policy, only replacement, once you purchased,you can't return it, don't buy it, don't waste money"
36519,5,Good product
36520,5,Nice product
36521,3,This black ink end in few days Very bad product its ink empty on 20 print
36522,5,Good product 👍
36523,5,Good
36524,5,Nice
36525,1,Damaged
36526,5,Very nice product
36527,3,Good but buying cartridge again and again can cost too much while it's one cartridge can print approx 200 papers. I got bad scanner not working but service provided by company is too good
36528,5,For This Price Range Its Best...
36529,1,So bad
36530,5,Nice...
36531,4,Print is good
36532,1,Properly Not Working
36533,3,"Black n white print quality is good but color printing is very bad, not value for money..."
36534,1,Very waist product no working properly
36535,4,Good
36536,5,𝒞𝒶𝓃𝑜𝓃 𝓅𝓇𝒾𝓃𝓉𝑒𝓇 𝒾𝓈 𝒶𝓂𝑒𝒿𝒾𝓃𝑔 𝓅𝓇𝑜𝒹𝓊𝒸𝓉 𝐼 𝓁𝑜𝓋𝑒 𝓅𝓇𝒾𝓃𝓉𝑒𝓇
36537,1,Not working printer west of money west of time
36538,5,Ok
36539,5,good
36540,1,do not buy please very bad printer I hate
36541,4,Super
36542,5,Its not bad. Printing speed is very slow at the begening time.. you can you it
36543,2,This item product very very e bad my money is not working this product waste this
36544,5,Nice pri ter and print quality is good
36545,1,Printer has blinking error
36546,5,Nice product worth for value
36547,1,Don't buy
36548,3,Good but laser printer is better
36549,1,It is not working when I install the software and connect to laptop. Only the Xerox works. Very bad quality
36550,5,Nice
36551,5,This is Canon Mg2470 Printer Not Busines Purpose this only home and Small
36552,5,Nice printer 👍
36553,5,Nice
36554,1,Excellent product
36555,4,Good at its price 1000rs only.
36556,1,Don't buy this product
36557,5,Really loved the product and shipping services from the team Flipkart. Affordable product in budget with good features
36558,5,Good
36559,5,Good product
36560,2,don't buy it. totally waste product. ink cartridge price is high than other cartridges. ink cartridge price should be low. ink cartridge price is high but cartridge is very small product. ink cartdridge should be made by transparent glass for customer to see ink level in ink cartridge. ink cartridge gives only 20 pages . ink cartridges should be developed and ensured that ink is not to dry any way
36561,2,Ink capacity max 10 copies only  Wastage of money
36562,5,Nice
36563,4,Very poor because I have received damage product
36564,1,scanner is not working properly
36565,5,Amezing product thanks Flipkart
36566,1,Waste of money
36567,1,Sry not a good
36568,5,Perfect
36569,5,"Awesome Print, Scan and Copy. The delivery boy is so good.Thanks Flipkart."
36570,4,Fully satisfied with this printet
36571,1,Worse product.do not buy all in one products.does not work properly.
36572,5,Nice
36573,4,This good printer but ink cartridges or colour printing aslo good.
36574,1,Not good
36575,2,Worest product ... not satisfied
36576,5,"Super product and one day delivery, thankyou flipkart 👍👍"
36577,1,It is not working at all
36578,1,Wrost product don't buy it
36579,5,Thank Flipkart
36580,3,Ink cartridge disappointed
36581,2,Not buying anyone
36582,5,Nice ...good working....
36583,5,A good printer at low cost and I suggest everyone to buy it for personal use.
36584,3,Ink is very costly. Its reduce it efficiency
36585,1,Worst
36586,1,It's too bad
36587,3,Good
36588,1,Didn't contact with mobile
36589,1,Carties ink is very poor ........
36590,2,Very bad printer
36591,4,"A good printer for normal home use. The colour print quality is awesome even on plane paper. @2900 it's best with all the needs, be it a colour printing, Xerox or any type of print out."
36592,5,Good
36593,5,This is a super printer And no ink in 15pages only
36594,5,Nice
36595,5,Nice
36596,1,Very problem
36597,4,PC not normal Canected
36598,3,"this print quality of this printer is average. I got it for 2700 rupee. If you refill the cartridge then it will be worth buying otherwise you'll have to change cartridges ,which is way more expensive."
36599,5,Packaging was not that good. But product is nice.
36600,2,Not working
36601,1,This product not working very bad quality very bad 😞 colour printing I am not happy
36602,4,Ok
36603,3,Ink is very expensive... Don't buy this product... You can buy g series canon printer b'coz the cost of print is very low...
36604,1,Guys don’t buy this really not usable and also when u print about 25-30 pages then u refill cartridge again and this process continues usually very bad experience frnds don’t buys this bad thing dont see about the price bcoz prize is low very low and I also watch the price and bought very happily but when I use them I realise what I have bought this messy thing really so frnds plz don’t buy this that’s all guys
36605,5,Good product 👍
36606,5,very good and soo use full and cheap also best printer
36607,2,Damage pise
36608,1,Very bad product
36609,1,Not functioning
36610,4,Very nice product in this prise..
36611,1,Bad product
36612,1,It's not useful
36613,4,Good product
36614,1,No Good
36615,5,All the features are excellent. But the cost of cartridges are high. But this is the scenario for all the inkjet printers.
36616,5,Best quality in best price range
36617,5,This printer cartridges refill to same of ciss printer I am refilling from canon orignal ink printer is very good
36618,1,This is waste of money my printer don't on it so don't purchase waste of money
36619,1,Useless product
36620,1,Its not working
36621,1,"Pls do not purchase this product my humble request pls do not purchase any one this product ink cartridge colour finish do not work in print,xerox so again u ink refill but not work so u again purchase this print cartridge"
36622,4,Excellent
36623,5,Nice
36624,5,For small purpose it is very nice to use.
36625,5,Good
36626,5,Great product at low prices
36627,5,Good
36628,4,Good product im happy with this product
36629,1,Damage Product
36630,1,Not satisfied black colour is only 7 pages
36631,4,Perfect for office and home use ..fully satisfied
36632,1,Dont buy. Color print will come only for 10 to 12 times. Again we need to add colors to printer. Too much cost.  No use with this
36633,5,Nice
36634,5,Good
36635,1,This is very bad product Print speed slow and some time not working Don't buy this
36636,3,Nice
36637,5,Super
36638,5,Super
36639,3,Good working
36640,5,Nice product
36641,5,Good product
36642,1,Very poor
36643,5,Awesome 😍🥰 Must buy product Recommended
36644,2,Printer is not working
36645,4,Good product.
36646,1,Tou can afford the printer but not the cartridges. Single cartridge cost more than 700 rs but prints only 30 pages.
36647,1,very bad product😡😡😡 cadrige ink problem
36648,2,60-70 page in print & ink is Insufficient
36649,5,Super
36650,4,A good basic printer from canon....
36651,5,Awesome...Must buy.
36652,5,"Working capacity printing,copy and scan are best but, cartridges has empty in some printing of pages"
36653,1,Not expected from Flipkart
36654,1,Very bad product.... Do not buy .save your money 😡😡😡😡😭
36655,3,Nice product delivered before expected schedule very fast service like it  Canon printer scanner and copier very nice product . Print quality is very good I appericiate and recomond to buy this product.
36656,5,Super ❣️ beautiful 😍 product
36657,1,Very bad not working
36658,3,Ok
36659,1,Bad product... Don't purchase this....
36660,5,Good product
36661,2,"Printer is okay, but maintenance is very costly. Every time we change the cartridge it asks for Printer Head Alignment which consumes lots of ink. The black cartridge hardly prints 20 pages."
36662,5,Good
36663,1,Product is well but cartage is so high price .
36664,1,Very bad
36665,4,Works good . Print quality is good.
36666,4,Nice and long lasting product. Recommended 👌
36667,5,Good printer
36668,3,good
36669,4,But ink level is low
36670,3,Good product but paper print costly
36671,1,Totally waste of amount .This canon MG2570S printer the black and colour link only comes just 20paper The link amount is 625 . Single paper cost for printing RS 31 for colour RS 50 . Totally amount is waste
36672,5,Good product in this price range This is so good...
36673,5,Very nice product 👌👍
36674,2,That's not good
36675,4,Nice printer for home use
36676,5,Superb seller and a very budget friendly printer and I really love it it’s even installed on my Mac PC thanks a lot
36677,4,Nice printer
36678,5,Ok ... Good...
36679,5,5.0 out of 5 stars perfect scanner for the cost if you stop using the printer. the scanner function of this printer is good with color accuracy.
36680,1,very poor used for an year . got damaged
36681,1,Product is lower quality....and no help flipcart and no support canon .. don't buy this product
36682,3,Not bad personal 💻 use only not for regular
36683,5,Nice
36684,5,very nice product very good printing
36685,5,Good
36686,5,Simply excellent
36687,4,Good
36688,2,Medium amount pay of money
36689,5,Good printer
36690,3,Ok
36691,5,Nice 👍👍
36692,5,Very nice and good quality product
36693,1,Worst product...don't buy
36694,5,I just wantnt to ....... nonsence products
36695,5,Extremely good product. Value for money 🤑💰. Everyone recommend it. Very good product.
36696,1,Written by Printer
36697,1,This printer is waste of money. Pls dont buy this printer
36698,1,Local quality
36699,3,Ok
36700,4,Good
36701,5,Nice
36702,5,super
36703,4,Nice print
36704,5,It's to good
36705,1,It's very poor product worst money because this product...validity only 2 month iske baad kharab ho gya service center wale bhi thik nhi kr rhe hai
36706,1,Not good cotrage price is very high
36707,5,Good product.
36708,1,It low quality product plz do not buy this
36709,5,Good product
36710,4,A better choice
36711,5,Super
36712,1,"Cartride is too costly, printing price too much."
36713,5,Nice product good printing quality.
36714,2,Wastage of money. Cartridge is costly & prints much lesser no. of Pages per filling
36715,4,Very nice product for home use... Excellent quality of printing
36716,5,Best
36717,1,Worst product
36718,1,Printar is no ok no mor
36719,5,Happy👌
36720,4,"Value for money, good product"
36721,4,Good👍👍👍
36722,2,Very Expensive at least 40 copies from 1 cartridge 1cartrige price will 680 RS - printing quality so good cheap product
36723,2,Very bad quality of printing
36724,5,Product is best
36725,1,This product are already used
36726,5,Good
36727,1,Performance is worthless
36728,4,Its good for me
36729,1,Very poor it's not working.
36730,1,No accesories available full damage products don't buy
36731,5,Not bad
36732,4,Nice printer Xerox quality of printing is good
36733,1,Nice printer
36734,5,Very good Printer it has all features required except wireless connection!. Best buy for the rate 3000. Don't think just go for it! Even customer service of canon is too good responded quickly for installation.
36735,5,Percent kite pen Kat he
36736,5,Awesome 😎
36737,5,Ossmmmm products like it's
36738,2,Bad quilty
36739,5,Good product......shandar
36740,5,Very good👍.... Buy good
36741,4,"Print, copy,scan quality is very good.But it has not ink refilling system or CISS kit.But if you could instal CISS kit buying from online.Then you could have a better printer. CISS kit instalation process available on youtube."
36742,5,Excellent product.
36743,1,don't get tempted by seeing low cost after using 1 or 2 months it will be use less bcz after out of ink cartridge it is useless ink cartridge was to cost even printing cost also to high
36744,5,Nice
36745,5,"Excellent work This is working colour, black & white It's working in window I use this printer 🖨 for home uses Thanks for this product Watch My unboxing video on yt My channel ( android lot )"
36746,5,Vary nice
36747,2,"Waste product, don't buy this printer"
36748,5,Good
36749,5,Good product
36750,4,Nice e
36751,1,Bad
36752,1,Ink problem leack cartige
36753,5,Its a very good product
36754,4,Good one in that price
36755,5,good experience.
36756,5,Good one..
36757,1,Not working properly
36758,4,nice product.. but very solo 🤧
36759,5,Good product i like thankyou
36760,1,Nice printer
36761,5,Gud experience with flipkart
36762,5,Very nice printer and good working
36763,1,Sometimes make trouble in printing and scanning Ink cartridge over within 1week
36764,2,Prin quality kamjor hai
36765,3,Very good product
36766,1,"This product are not best , please not buy"
36767,5,Very nice Pinter
36768,1,It's poor printing not properly worked
36769,4,The printer is good..... After using 1month am telling.... And for me is not regular use.... Sometimes only so for me it's good
36770,5,"Decent printer, can buy"
36771,5,Printer packing was good and printer quality is satisfied me price is more otherwise overall printer is worth to buy
36772,5,Very good. Product
36773,4,Good
36774,3,good bt noisy
36775,4,Good
36776,5,This is best
36777,1,I hate it. Don't buy 70 page can print with one cartridge.
36778,5,Very nice
36779,1,Does not work and not connected by phone and after 10 days stop working
36780,1,Poor
36781,1,Very bad product...
36782,4,nice product
36783,5,Ok
36784,3,Value for money
36785,5,Very nice printer
36786,5,god
36787,5,This printer is very good for home used
36788,2,Waste
36789,1,The product is not working properly don't buy electronic things on Flipkart waste of money they response very late
36790,4,It's fully worthy. Good quality
36791,5,Supper
36792,1,Not working
36793,2,Very bad product
36794,5,osm
36795,5,Good printer
36796,5,God
36797,2,"just prints....but print quality is not at all near to that of hp Deskjet 1000. very very slow & that too with huge noise. while paper pickup , makes noise like that of a hammer & it feels like the printer is going to break now. I never used cannon, & I feel I was good with hp. Will switch back to it"
36798,2,waste of money
36799,1,Very bed item
36800,4,Nice
36801,5,Super super
36802,1,Very good printer canon tha
36803,3,Okey
36804,5,Super
36805,1,"Don't buy this printer if u r using Chromebook, its good for windows..."
36806,5,nice product
36807,5,Op printer in the world
36808,1,Very bad products..👎👎👎👎👎👎👎
36809,1,Don't like
36810,4,Good
36811,5,Good
36812,5,Nice product. And essay use
36813,1,don't buy it.. tootaly wasted money
36814,5,Amazing product
36815,5,Excellent
36816,4,Best
36817,3,Take some time to print even if there is only paper to print that's my observation till now
36818,1,"Ink cartridge problem ,"
36819,1,Good
36820,3,"Pinter is a best for related to ration amount, Otherwise used to himself it's Best solution."
36821,4,Good
36822,5,Super quality
36823,5,Nice products Nice quality
36824,4,Product is good but there is no return or replace option..it shows if any problem u can call canon helpline
36825,1,Ink wont last more than 2 days
36826,5,It's very good product
36827,5,This is my 1st Printer.. 100% value of money
36828,5,Super product
36829,5,Amazing printer in this money I bought only in 2800 ruppes and this is working properly
36830,1,This printer is not working. My money is waste.humne cancel karne ki koshish ki Lakin cancel nahi Hua. I hate this item.
36831,3,It not to print more than 70 papers from 1 inkjet
36832,1,No work smart Red Light bling 100 print ke bad
36833,5,Best Printer for Students 💞🔥
36834,1,It's ink is very poor it comes only for less than 200 pages only
36835,5,Nice 👌 😊
36836,4,Good
36837,4,Works well
36838,1,Very bad working
36839,5,Good product from Flipkart
36840,1,This is so fast not printing But you are telling lies
36841,1,Canon pixma printer not working
36842,5,Ok
36843,2,printer ok but ink too cast so dont buy this one
36844,1,Waste of money
36845,2,Make Too Much Sound while printing the Documents.
36846,5,Value for money
36847,3,Stupid Product worst printer   First remove low cast products
36848,1,Don't purchase this product. It is clearly waste your money.
36849,5,Nice product
36850,1,Waste
36851,5,nice product
36852,5,Best Product.
36853,4,Good product
36854,5,It's a very good
36855,5,Wonderful products
36856,5,Om namo Very nice products Thanks to flipkart
36857,1,disappointing  dont buy
36858,3,damaged piece
36859,5,Suparb
36860,5,Nice printer.
36861,1,Don't buy Canon product Waste product. Don't waste money  Buy HP
36862,3,printer is ok but tooo much costly printing cost new cottage too expensive
36863,1,"Bed quality not printing, cartridge damage"
36864,1,"Bad product, ... For home uges, bad for heavy uges☹️, dont west your money, printer is very bad ,"
36865,3,Bad quality
36866,5,Best in price
36867,1,Waste product dont buy
36868,3,good
36869,4,Good but less ink less print
36870,5,Good product
36871,1,Very worst product don't order 😒
36872,3,Ink problem black
36873,5,Damge
36874,1,Bad exeperienec..Now I need to spend more than on printing ink then the Printer cost
36875,1,Very bed
36876,1,Vest product I suggested you don't buy this
36877,1,Printer is not working from first day and no one helping
36878,5,Good condition
36879,3,Ok
36880,5,Good product👍👌
36881,4,Nice
36882,5,Good
36883,4,Nice
36884,5,Very useful product
36885,1,Too small amount of ink in cartridge
36886,5,Very nice
36887,1,Very bad
36888,1,Dont buy this printer it dont work just half paper stuck no print. No copy . Not even scan. Today is my first day. Even customer care will not return this product.
36889,1,Very nice 🙂 canon
36890,1,Problem
36891,5,Very good
36892,5,Good product
36893,2,Waste of money. The ink cost is very high
36894,5,Good
36895,5,Excellent
36896,5,Print ravadam ledhu
36897,1,Ink promlem
36898,4,Excellent product
36899,3,Good
36900,1,Not working properly after 1month
36901,5,Love it
36902,5,Outstanding printer quality... But cartridge are very expensive... so ink refilling is quite difficult in case of cartridge...
36903,2,Don't buy this printer all time cartridge refill
36904,5,"Nice printer ,"
36905,1,Very very bad
36906,2,It's my big mistake to bought the printer.After finishing the ink(cartridge) no one able to refill it. And the New cartridges are so expensive.then what to do please suggest
36907,5,Ok
36908,1,"Sweetch is proparly not work, printing time so high, some time it's not work"
36909,5,"nice product,super processing performance,good quality black/colour paper print."
36910,5,Very good quality
36911,1,Not working
36912,3,Good
36913,2,Bad condition
36914,3,Average Good
36915,3,"You are don, t waste your money,  Bad image quality"
36916,4,Good for low prints
36917,1,Very poor
36918,5,Best
36919,4,Nice product
36920,1,"Till now I have just printed only 20 copies, with the help of otg by my mobile. But the cartridge is very small. There is no indication how to refill the cartridge. I will give feedback after the finish of the ink."
36921,3,Nice
36922,5,Brillent product nice👍👍👍👍👍
36923,5,Superb... Hope it will work well as its just the first day i m posting my review here ☺️
36924,5,Thank you so much
36925,5,osm product
36926,5,Valuebale and worthable
36927,5,Good product
36928,3,It is okay
36929,5,"Awesome product for this price 👍 copy, print & scan all in one product 👍 very happy with the product 👍 Thank you Flipkart 👍"
36930,5,Very good in scanning
36931,5,Nice
36932,5,Good quality
36933,5,Very nice printer
36934,5,Good👍
36935,1,"I have received a damage product. I request you not to order this Canon PixMA printer. If any problem comes, it will not be possible. I have received damage and neither of these is being recovered. Neither can my money be returned. Never order orders from Flipkart"
36936,5,Good
36937,4,This products is very good ☺️😊
36938,3,Quite good product for students ...
36939,5,This is a absolutely nice product Print quality is very nice in this price And Delivery is very fast Thanks for (COD) Flipkart Team
36940,1,Bad products
36941,3,Ok good but refill unlike
36942,1,Bad product. Money in water.
36943,5,Very nice product but work is slow
36944,3,Fine product
36945,5,Good
36946,5,Good products
36947,5,Good printer in this price range
36948,5,Nice product
36949,5,Sahi delivery Sahi packing No defect Picture quality is superb
36950,3,Not comfortable
36951,5,Nice working
36952,5,Good
36953,5,Nice👍👍👍👍👍
36954,5,Nice
36955,2,Not satisfied with item
36956,5,Supper
36957,5,Excellent
36958,5,Its printed nice
36959,3,This products all good I'm very happy with this product
36960,1,Very bad experience I suggest to everyone don't buy this product this product is not costly but ink cartridges is very high rate
36961,5,Awesome
36962,4,Good for home usages. Scan quality is very good. Printing is ok. I'm using this for approximately 3 years.
36963,5,It's absolutely perfect printer at this price
36964,1,Bad
36965,5,Good
36966,5,very good
36967,5,Good
36968,3,ink price high
36969,1,Not working
36970,5,Love the product.It is good for home use.
36971,5,Nic one
36972,1,Bad product
36973,5,Very nice printer
36974,5,Very nice product iam very happy .thanku canon pixma team
36975,5,No gd no bad
36976,1,This printer no good. Slow printing. Start time so late. Printing quality not good. My print not work after 15 day.
36977,5,Nice but slow
36978,1,Don't buy
36979,5,Super
36980,5,If you convert this into ciss tank....then this is best product at low price and multifunctional
36981,1,Very bad product
36982,3,Print quality is good but ink cartridge is very low print
36983,5,Nice prodect IM HAPPYE
36984,5,Good 👍👍👍👍
36985,1,Very bad product glossary paper is not accept
36986,4,Good for this price range.... Suitable for home ..
36987,5,Wowww
36988,5,Nice
36989,2,Very poor product 3 photo copy nikli hai Bhai khalab ho gaya
36990,5,Good product Very useful for home and office 🙂
36991,5,Very nice
36992,4,Not bad
36993,5,Genuine product from Flipkart and totally satisfied
36994,5,Can buy
36995,5,Super excellent product
36996,5,Good
36997,5,Thanks Cannon inject fast on delivery tomarow
36998,5,Chinese product . Buy indian product only. Let's start making. But when we start manufacturing printer like cannon Chinese will develop printer that will print entire city
36999,5,Amazing
37000,5,Awesome printer love it working very fast & easy
37001,1,Faltu quality
37002,4,Good product
37003,5,Excellent product
37004,1,Worest don't buy
37005,5,Good 😁😁
37006,2,Weast product... flipkart bhaga thirchindhi
37007,5,Nice printer
37008,4,Bad product
37009,1,Please don't buy this product
37010,5,Happy
37011,5,Very nice
37012,3,Good
37013,1,Don't buy this totally west
37014,1,Catridge is fast worst product😭
37015,1,If fill ink also its showing refill ink signal and also not connecting to printer product not good.
37016,5,Nice products
37017,5,Very nice 😊😊
37018,3,Per print cost very expensive 6.70 paise per single print so dont purchase
37019,5,Good quality
37020,3,Good
37021,5,Thank you
37022,1,Very bad product
37023,5,Nice product 👍👍👍👍👍 Good quality ☺️☺️
37024,1,Bad product print quality very poor
37025,1,It's very bad product for use. it do not work properly. so i sases you don't buy this product. loge to pachhataoge.
37026,5,Very good product
37027,1,Wrost item.. Got only 10 copies of print.. unable to print.. ink over...Not functuning
37028,5,Nice product
37029,2,Not a good printer 🙂
37030,4,Nice product
37031,5,Nice
37032,4,Nice
37033,2,"Makes too much noise for everything, print scan copt"
37034,1,Very noisy and expansive cartridge ...
37035,5,I liked it
37036,3,Catridge cappasity very low
37037,2,Ink
37038,5,Nice
37039,5,Superb
37040,5,Nice
37041,4,Nice product
37042,1,Ok
37043,5,Very nice printer very nice printer but ink it's so heavy range
37044,5,Super item
37045,5,Nice Product
37046,5,Best product
37047,5,Gud working
37048,5,Very good product 😊
37049,5,Super
37050,5,Good
37051,5,Good product within this price range
37052,5,Very nice
37053,4,Good
37054,1,"Very bad product, don't waste money..."
37055,5,Good prodect
37056,5,nice product 👍🏻👌👌
37057,5,Average good product
37058,1,Waste of money in this printer. This gives you very little number of paint in his colour. Very poor quality printer but is OK to use in home.
37059,5,"Pixma 2570 is a fast printer and gives a great output. It's at times a bit noisy, but we need to understand that this is compact all in one and not a heavy duty printer. I have already ran out of black cartridge. I got the ink from Flipkart and has tried refilling black and color cartridge with ease."
37060,5,Super printer
37061,2,NOT bAD
37062,5,Good
37063,1,Very very good product
37064,1,Dont buy this
37065,4,Thank flipkart. Printer is very good.
37066,1,ink very expensive
37067,4,Amazing printer
37068,4,Best printer
37069,4,Good
37070,1,Wrost
37071,1,Damaged
37072,5,Supr gd
37073,2,"Catridge are costly, and after taken 100 pages of print its asking for refill the catridge. High maitainance or else product is good"
37074,5,Nice product
37075,3,Good price
37076,1,Bad
37077,4,Good product
37078,3,All over performance is good but the cartridge rate was high thats the main problem of this
37079,1,Very bad product. Print is not properly only print conner.
37080,1,Bad
37081,5,Nice printer and average print quality
37082,5,Love this printer
37083,5,Good product
37084,5,Viray nice
37085,4,This printer is not connecting with pc
37086,5,Nice
37087,1,Amazing and All Features Are Available In This Printer. At This Price Range😻😱. But The Main Prblem Is The Cartrage . Catrage Need to Be Clean Every Day . but The Printer Is Awesome If You Take Care Of It.🔥 Go For It.
37088,5,It works very fine..although the delivery was late but the product was in a very fine condition .the service was really appreciable.
37089,3,Gud
37090,5,Very nice product
37091,5,Printer is not worked what can I do
37092,5,Super Must buy
37093,5,Super printer
37094,5,nice
37095,4,Good
37096,1,Not trying this product
